user_id,position,text_valid,image_valid,text,image_path,text_received_from_image_attention,image_received_from_text_attention,text_self_attention_received,image_self_attention_received
iamfinety2.0,0,1,1,"再受傷我可能會死,所以我斬斷了所有會令我受傷的事!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3343731352142540826_28899230819.jpg,0.015203938819468021,0.016433103010058403,0.014037863351404667,0.017048634588718414
iamfinety2.0,1,1,1,"有些事情變了就是變了, 就算能回到過去, 你的心都不一樣了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3343733159451329223_28899230819.jpg,0.015153246000409126,0.016622446477413177,0.016606267541646957,0.016063043847680092
iamfinety2.0,2,1,1,義氣?朋友?愛情?工作? 我只知道最後我瘋了!,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3351749581381198581_28899230819.jpg,0.016208583489060402,0.015554635785520077,0.01386501919478178,0.016310304403305054
iamfinety2.0,3,1,1,好好對待那個一直陪你赴湯蹈火並沒有離開的[[自己]],/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3351750985432831845_28899230819.jpg,0.01566476933658123,0.015711050480604172,0.014629488810896873,0.015391435474157333
iamfinety2.0,4,1,1,"如果你所謂的關心會令人帶來傷害, 很抱歉, 你不是在救人,你是在殺人!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3359682890979395588_28899230819.jpg,0.015606780536472797,0.015574038960039616,0.015397372655570507,0.01561740506440401
iamfinety2.0,5,1,1,"不對的鞋走下去都只會越來越痛, 不對的人也一樣,就脫掉吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3359685115453700945_28899230819.jpg,0.01547375787049532,0.01570317894220352,0.01674235425889492,0.015515337698161602
iamfinety2.0,6,1,1,"除了無窮無盡的眼淚, 我不知道我還有什麼?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3369108747556800691_28899230819.jpg,0.015899304300546646,0.015559155493974686,0.015356609597802162,0.016804127022624016
iamfinety2.0,7,1,1,"別再責怪自己了, 都沒有人怪你,放過自己吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3369110845455381059_28899230819.jpg,0.01577979139983654,0.01575404591858387,0.016384165734052658,0.015596926212310791
iamfinety2.0,8,1,1,我完全找不到快樂的理由,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3376380657206378461_28899230819.jpg,0.015866221860051155,0.015579870902001858,0.013064229860901833,0.0164096187800169
iamfinety2.0,9,1,1,除了黑色其實世界還有其他顏色,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3376382533964551509_28899230819.jpg,0.015593410469591618,0.015728477388620377,0.008991358801722527,0.015483653172850609
iamfinety2.0,10,1,1,"我已經很努力想令我的腦袋放空, 但痛苦的東西不停走進來!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3390855605908019946_28899230819.jpg,0.015731215476989746,0.015539200976490974,0.018089940771460533,0.016205914318561554
iamfinety2.0,11,1,1,"願我們都能捱得過這黑暗絕望的時間, 可以重新看到非常亮眼的光!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3390857870916105488_28899230819.jpg,0.015084094367921352,0.015777727589011192,0.014438849873840809,0.015447605401277542
iamfinety2.0,12,1,1,手是因為他們找不到任何地方可以釋放他們的痛苦,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3403084599541706034_28899230819.jpg,0.01624552346765995,0.015538978390395641,0.012011095881462097,0.01616891659796238
iamfinety2.0,13,1,1,"如果回不了過去,我們重新來過吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3403087346668182350_28899230819.jpg,0.01607310213148594,0.015807464718818665,0.014438780024647713,0.015601500868797302
iamfinety2.0,14,1,1,"最可笑是有人覺得我們的病是裝出來的, 天呀,你有腦子嗎? 誰想要裝出這病來虐待自己",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3408955456684076654_28899230819.jpg,0.015528213232755661,0.015608894638717175,0.01439429447054863,0.01646527647972107
iamfinety2.0,15,1,1,"有些事情不是看到希望才去堅持的,是堅持了才看得到希望",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3408957436999617559_28899230819.jpg,0.015751004219055176,0.015709731727838516,0.017387352883815765,0.015587716363370419
iamfinety2.0,16,1,1,"你試過約了朋友, 可是你望住門口, 行不到出去是什麼滋味嗎?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3421259880689402892_28899230819.jpg,0.01607706770300865,0.015568340197205544,0.02042340487241745,0.01657554879784584
iamfinety2.0,17,1,1,"人可以失望,但不可以絕望",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3421262277490944179_28899230819.jpg,0.015805376693606377,0.015719637274742126,0.011988610960543156,0.015597417019307613
iamfinety2.0,18,1,1,"難道看得見的傷痕才是真的受傷嗎! 心的傷痕,才是最傷最痛最難結疤的!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3429999903945265223_28899230819.jpg,0.015732713043689728,0.015584371984004974,0.018436215817928314,0.0163897518068552
iamfinety2.0,19,1,1,"球跌得越低,會反彈得越高,我們也可以的!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3430001217056275419_28899230819.jpg,0.01527214702218771,0.015786446630954742,0.014810830354690552,0.015807412564754486
iamfinety2.0,20,1,1,"已經沒心情去計算,你們誰傷害我比較深了!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3448844096931109143_28899230819.jpg,0.015935715287923813,0.015515469945967197,0.01852087490260601,0.01594413071870804
iamfinety2.0,21,1,1,"就算是我們看不見的敵人, 只要意志堅定, 一定能打敗。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3448846393371351455_28899230819.jpg,0.015788529068231583,0.015748105943202972,0.017412904649972916,0.015495137311518192
iamfinety2.0,22,1,1,"為什麼因為你覺得我不夠別人痛, 所以我就不能不開心呢? 你是我嗎? 我能控制嗎?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3461924695245946016_28899230819.jpg,0.015852687880396843,0.015608600340783596,0.01691156066954136,0.016791364178061485
iamfinety2.0,23,1,1,"我看不到神, 但有人說祂正在抱起我行, 陪着我走這痛苦的路!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3461926687280265262_28899230819.jpg,0.016030320897698402,0.015682004392147064,0.01961018517613411,0.01580035127699375
iamfinety2.0,24,1,1,"我只想一直睡,一直睡,別再醒來了!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3481448588868545493_28899230819.jpg,0.015823470428586006,0.015552361495792866,0.015142837539315224,0.015872806310653687
iamfinety2.0,25,1,1,"如果有人因為我們的病而離開, 由他去吧!! 他不是我們真正的好朋友!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3481450327306671186_28899230819.jpg,0.0159902423620224,0.015727262943983078,0.015710532665252686,0.015926336869597435
iamfinety2.0,26,1,1,"別用愛作藉口, 愛不是你傷害了別人之後, 拿它來用的盾牌!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3484378027726128969_28899230819.jpg,0.01593193970620632,0.015543236397206783,0.015678975731134415,0.0162341445684433
iamfinety2.0,27,1,1,"不要把人家的過失來懲罰自己, 鬱結不忿的情緒會激壞你!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3484379728449301445_28899230819.jpg,0.016064215451478958,0.01577482558786869,0.016650252044200897,0.015604664571583271
iamfinety2.0,28,1,1,"痛苦到受不了還要繼續活着,就像被幾千支針扎一樣痛!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3501741076032220476_28899230819.jpg,0.015711437910795212,0.015555844642221928,0.01712666265666485,0.01582593284547329
iamfinety2.0,29,1,1,"今天很爛吧! 不要緊還有明天可以重新開始, 明天不行還有後天!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3501742867259919527_28899230819.jpg,0.015394744463264942,0.0156750176101923,0.014058082364499569,0.015578783117234707
iamfinety2.0,30,1,1,外表開心就只是代表外表開心而已,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3519904665339406947_28899230819.jpg,0.01580451987683773,0.015573551878333092,0.010151183232665062,0.016163716092705727
iamfinety2.0,31,1,1,糟糕的經歷只是華麗的跌倒而已,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3519906586565446644_28899230819.jpg,0.015265921130776405,0.015767546370625496,0.010168890468776226,0.015418692491948605
iamfinety2.0,32,1,1,有人能明白失去快樂的人生是怎樣的嗎? 我告訴你真的是挺辛苦的!,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3532869348190901882_28899230819.jpg,0.01594564877450466,0.015578720718622208,0.01801387220621109,0.016187753528356552
iamfinety2.0,33,1,1,"記住該記住的,忘記該忘記的 ,改變能改變的, 接受不能改變的。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3532871751451779741_28899230819.jpg,0.015430960804224014,0.015627088025212288,0.01749284565448761,0.01604711078107357
iamfinety2.0,34,1,1,"抑鬱症的人通常都是被傷害的, 又有多少人真的會去傷害別人!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3541568832928346804_28899230819.jpg,0.015560698695480824,0.015544034540653229,0.01754501275718212,0.015211232006549835
iamfinety2.0,35,1,1,"羨慕又不可以得到, 可能我們也有別人羨慕的地方, 只是我們不知道而已!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3541570304046934768_28899230819.jpg,0.01583728939294815,0.015709156170487404,0.017664754763245583,0.01592644304037094
iamfinety2.0,36,1,1,"保持距離 就是我們最好的距離了, 太近了會受傷的。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3624962600423118192_28899230819.jpg,0.01587025448679924,0.015416894108057022,0.01574043370783329,0.015061641111969948
iamfinety2.0,37,1,1,"我會盡全力對抗你, 用盡所有方法, 時間去打敗你!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3624965123103926940_28899230819.jpg,0.015342893078923225,0.015595522709190845,0.013467762619256973,0.015127919614315033
iamfinety2.0,38,1,1,"不知為什麼我真的很累很累! 可不可以讓我躺着什麼都不做, 就讓我躺着!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3628541693055876844_28899230819.jpg,0.01505113672465086,0.015543738380074501,0.01715446449816227,0.015241467393934727
iamfinety2.0,39,1,1,"我們正在走很難行的路吧, 不要緊, 會走完的。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3628546078871662223_28899230819.jpg,0.015542726032435894,0.015552586875855923,0.017671266570687294,0.015096082352101803
iamfinety2.0,40,1,1,"一個人要是捨得讓你傷心, 就根本不會在乎你是否流眼淚!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3639477781064734445_28899230819.jpg,0.016158925369381905,0.015476685017347336,0.019153743982315063,0.015229063108563423
