user_id,position,text_valid,image_valid,text,image_path,text_received_from_image_attention,image_received_from_text_attention,text_self_attention_received,image_self_attention_received
janniedudu,0,1,1,"有人覺得自律很痛苦, 但我樂在其中, 往更好的體態繼續努力。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/2697021961224933396_913335088.jpg,0.022331008687615395,0.022223295643925667,0.015990756452083588,0.022056734189391136
janniedudu,1,1,1,"拉一點距離,距離產生美感。 但身材近看還是滿美的。 不信你zoom in.",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3161677305047908209_913335088.jpg,0.02024529129266739,0.019721267744898796,0.017636878415942192,0.020358720794320107
janniedudu,2,1,1,Rose barbare - Guerlain. 一朵奔放不馴的叛逆玫瑰。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3175482778463940127_913335088.jpg,0.021032730117440224,0.020596615970134735,0.020481055602431297,0.018297547474503517
janniedudu,3,1,1,2024/03/09 - The day I met ❄️,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3361818963922893199_913335088.jpg,0.020138336345553398,0.020290084183216095,0.020222026854753494,0.022015945985913277
janniedudu,4,1,1,Focus on you.,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3363069819385031302_913335088.jpg,0.020487092435359955,0.021138250827789307,0.01971486210823059,0.01909622736275196
janniedudu,5,1,1,What was I made for. -Billie Eilish,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3367704977509943573_913335088.jpg,0.02028655633330345,0.01985018700361252,0.02162775583565235,0.022782474756240845
janniedudu,6,1,1,New bikini-yukari swim / M,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3368090728873586648_913335088.jpg,0.020091863349080086,0.020593538880348206,0.020543845370411873,0.021938251331448555
janniedudu,7,1,1,"世界也許荒蕪, 我的浪漫不死。 花初-投瓶課。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3368431720411499327_913335088.jpg,0.020035747438669205,0.02082173340022564,0.02038182131946087,0.019470082595944405
janniedudu,8,1,1,"Take it slow, time will tell. 忘記炫耀最近腰圍來到24‘’ (馬上要肥回來ㄌ)",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3369433719787949635_913335088.jpg,0.020297769457101822,0.019216077402234077,0.016737619414925575,0.022059638053178787
janniedudu,9,1,1,☁️,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3370231048271028451_913335088.jpg,0.019854847341775894,0.01981687732040882,0.01999306119978428,0.022366732358932495
janniedudu,10,1,1,無濾鏡/無修圖/原相機 健身房一個禮拜五天/持續六年/幾乎戒糖/ (偶爾還是會破戒吃甜食 ) Workout is my daily routine. 👙☀️🌊🚤👩🏾🛁🖤🏋🏻,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3370436635444451628_913335088.jpg,0.020909812301397324,0.020732123404741287,0.02108304388821125,0.021237529814243317
janniedudu,11,1,1,"「這個世界是需要溝通的。」 來到Çeşme(切石美)這個異域風情的小城市,正中午炙熱的陽光搭配拂面陣陣沁涼的愛情海海風,我的腳步好久沒有這麼輕盈過。 一路往西到了切石美,越離開首都,遇到不善英文的店家比例也變高了,我們購物我們殺價我們...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3371884966817313169_913335088.jpg,0.02120834030210972,0.02054785192012787,0.020880909636616707,0.021037615835666656
janniedudu,12,1,1,"上帝的藍色畫筆偏愛了愛琴海, 於是我們發現深淺各異的藍散落在海的兩畔, 愛琴海透徹心扉的藍是這個世界上最極致的浪漫。 #roam",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3373356791367827554_913335088.jpg,0.02027057483792305,0.020435405895113945,0.018804244697093964,0.02234654687345028
janniedudu,13,1,1,"能想起的, 都是我的美好。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3373424110374970602_913335088.jpg,0.020123273134231567,0.019788360223174095,0.019547805190086365,0.02217322587966919
janniedudu,14,1,1,So this is love. 🎵🎶,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3376300901781885193_913335088.jpg,0.02010393887758255,0.020008401945233345,0.019953493028879166,0.022378504276275635
janniedudu,15,1,1,New shades-Balenciaga,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3384762925060584929_913335088.jpg,0.020190032199025154,0.020464159548282623,0.01937069557607174,0.02102123573422432
janniedudu,16,1,1,"Honor your body, honor your temple. 健身這件事很公平, 花多少時間就有多少成果。 —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3393017161756237547_913335088.jpg,0.019912974908947945,0.019289109855890274,0.022845804691314697,0.022235315293073654
janniedudu,17,1,1,"咦,這是我嗎? —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3404719685798350245_913335088.jpg,0.02078375034034252,0.020693209022283554,0.020413963124155998,0.021404948085546494
janniedudu,18,1,1,"我的肥臀, 都是狠活。 —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3424763269876525456_913335088.jpg,0.019636550918221474,0.020426729694008827,0.020914776250720024,0.019664833322167397
janniedudu,19,1,1,這是一支健身reel 早安/登高弓箭步/史密斯後抬腿/髖外/髖內 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3440606373934030931_913335088.jpg,0.021299071609973907,0.0199436042457819,0.01954779587686062,0.020282525569200516
janniedudu,20,1,1,"Let your imagination be a joy, not a monster. —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3470470740171240679_913335088.jpg,0.020350540056824684,0.019864680245518684,0.02123344875872135,0.022065259516239166
janniedudu,21,1,1,"「不科學身材養成系列。」 各個角度史密斯後踢起槓。 Tip:脫鞋更簡單。 調整好姿勢,大腿與地面平行,小腿與地面呈90度, 上身固定好,雙腿輕輕起槓並且用腳板轉槓讓卡扣位置朝後,此時維持槓的角度,再重新調整腳板位置,就可以開始訓練了。...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3479883965904030015_913335088.jpg,0.0201801136136055,0.02035226672887802,0.020435739308595657,0.019469130784273148
janniedudu,22,1,1,"我的身體就是你的健身房, 你要的姿勢我都會😉 —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3492334068388479919_913335088.jpg,0.020315255969762802,0.020024757832288742,0.021346883848309517,0.018595203757286072
janniedudu,23,1,1,My Favorite Place ♥ 持續佈置ing~ —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3501705518467550946_913335088.jpg,0.019946575164794922,0.020820150151848793,0.017661646008491516,0.01924145221710205
janniedudu,24,1,1,Work out after nails done😈 我的快樂就是這麼簡單。 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3506622575420330927_913335088.jpg,0.019817357882857323,0.02037709765136242,0.019989460706710815,0.018924076110124588
janniedudu,25,1,1,"「努力不是選擇,是一種態度。」 無限循環在自己的喜歡裡。 Cable 背日: *旋轉肌熱身 *窄握下拉 * *直臂下壓 *水平划船 *寬握下拉 —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3520625125601325402_913335088.jpg,0.020555052906274796,0.020787451416254044,0.02250954881310463,0.01846904680132866
janniedudu,26,1,1,✿ Step ✿ by ✿ step ✿ —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3522079008990565009_913335088.jpg,0.01982754096388817,0.01993149146437645,0.020751019939780235,0.021178068593144417
janniedudu,27,1,1,"史密斯下身菜單。 保加利亞分腿蹲*4組 登高*4組 後踢*4組 髖外展*4組 近期喜歡一台器材到底,史密斯是一個很好的選擇; 它可以固定運動軌跡,讓身體置中,幫助平衡, 以利提高訓練肌群的感受度。 特別注意長時間使用器材要挑人少的時段...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3524035558400130011_913335088.jpg,0.02047675848007202,0.02024427242577076,0.019354291260242462,0.019732050597667694
janniedudu,28,1,1,不准跳過臀腿日。 I’m watching you. —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3527856745588800697_913335088.jpg,0.021247653290629387,0.020391741767525673,0.02160307951271534,0.019748972728848457
janniedudu,29,1,1,My 2025 💰 也是你們的♥ ♥ ♥ Healthy wealthy and wise. —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3538906397205553907_913335088.jpg,0.020662060007452965,0.02094247005879879,0.020041942596435547,0.02061409316956997
janniedudu,30,1,1,「聲明:這是一個健身上身菜單。」 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3541496593457393422_913335088.jpg,0.01998407579958439,0.020897917449474335,0.02090553753077984,0.018856890499591827
janniedudu,31,1,1,「Train myself to be a BAD ASS」 壞屁股第一名⸜(* ॑꒳ ॑* )⸝ —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3544409745815917812_913335088.jpg,0.02076415903866291,0.020666668191552162,0.021544871851801872,0.01872718520462513
janniedudu,32,1,1,"「初一練臀,快樂小狗。」 :祝大家🐍年出蛇入化,蛇麼都有⸜(* ॑꒳ ॑* )⸝ 臀腿菜單: *早安式(與臀同寬) *全行程啞鈴深蹲 *史密斯後踢 *髖外展(側臀) —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3556101075947730730_913335088.jpg,0.021049246191978455,0.020098157227039337,0.019870968535542488,0.019383404403924942
janniedudu,33,1,1,Life hack : go to the gym. 你ㄉ健身女友已上線。 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3558325484977332998_913335088.jpg,0.019788874313235283,0.0206220094114542,0.02008861117064953,0.020576637238264084
janniedudu,34,1,1,"翹臀不粗腿菜單(各四組) 器械早安 相撲深蹲 Double dip 深蹲 硬拉 分腿蹲 翹臀秘訣:全程保持臀發力。 (想像有人握拳要揍你屁股, 下意識屁股夾緊,那就是臀發力。) —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3560509642830835977_913335088.jpg,0.020192785188555717,0.02075960487127304,0.018560616299510002,0.020195212215185165
