user_id,position,risk_contribution,attention_score_norm,masked_probability,text,image_path,abs_risk_contribution
janniedudu,13,0.008308321237564087,0.9592967078322239,0.12588119506835938,"能想起的, 都是我的美好。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3373424110374970602_913335088.jpg,0.008308321237564087
janniedudu,11,0.007660627365112305,0.983293657954369,0.12652888894081116,"「這個世界是需要溝通的。」 來到Çeşme(切石美)這個異域風情的小城市,正中午炙熱的陽光搭配拂面陣陣沁涼的愛情海海風,我的腳步好久沒有這麼輕盈過。 一路往西到了切石美,越離開首都,遇到不善英文的店家比例也變高了,我們購物我們殺價我們...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3371884966817313169_913335088.jpg,0.007660627365112305
janniedudu,7,0.007531166076660156,0.9484468947482203,0.1266583502292633,"世界也許荒蕪, 我的浪漫不死。 花初-投瓶課。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3368431720411499327_913335088.jpg,0.007531166076660156
janniedudu,43,0.005868628621101379,0.9511366166493358,0.12832088768482208,"「邊練邊拍真的很忙。」 練了八年還是不敢在健身房用腳架, 覺得太惹人注意了。 前陣子在脆上看到有健身教練評論我的身材in a bad way, 先聲明我的所有健身影片都是原相機不修圖, 也幾乎不套濾鏡,調整明亮度而已。 大家已經夠容貌...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3617614251470378784_913335088.jpg,0.005868628621101379
janniedudu,39,0.004482671618461609,1.0,0.12970684468746185,"「春有三五七言,我有幾朵浪漫。」 人總會臣服於美好的事物, 如同花與四季、與器具、與咖啡或是食物。 你記得花,花就不會枯萎, 你記得我,我永遠都在。 ————————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3587096858650611872_913335088.jpg,0.004482671618461609
janniedudu,0,0.003628671169281006,0.9706853320872547,0.13056084513664246,"有人覺得自律很痛苦, 但我樂在其中, 往更好的體態繼續努力。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/2697021961224933396_913335088.jpg,0.003628671169281006
janniedudu,2,0.002904251217842102,0.9449046096722822,0.13128526508808136,Rose barbare - Guerlain. 一朵奔放不馴的叛逆玫瑰。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3175482778463940127_913335088.jpg,0.002904251217842102
janniedudu,37,-0.0027542561292648315,0.9913895715960881,0.1369437724351883,"「2025身體密碼,持續優化中。」 以下開放QA ⸜(* ॑꒳ ॑* )⸝ —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3582777224132700587_913335088.jpg,0.0027542561292648315
janniedudu,46,-0.0026637762784957886,0.9499177249175457,0.13685329258441925,"Reborn - rise from ashes. 品牌 「每週四晚上八點新品上線」 官網限時優惠中。 雖然我有男生的身高,但沒有男生厚實的肩膀, 你們穿起來會更好看⸜(* ॑꒳ ॑* )⸝ —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3637828894465756684_913335088.jpg,0.0026637762784957886
janniedudu,32,-0.0025300830602645874,0.9448320706642878,0.13671959936618805,"「初一練臀,快樂小狗。」 :祝大家🐍年出蛇入化,蛇麼都有⸜(* ॑꒳ ॑* )⸝ 臀腿菜單: *早安式(與臀同寬) *全行程啞鈴深蹲 *史密斯後踢 *髖外展(側臀) —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3556101075947730730_913335088.jpg,0.0025300830602645874
janniedudu,45,-0.002476811408996582,0.9345203464256382,0.13666632771492004,POV:週末還能早起健身的女生最香。 (夏天到了來個短褲版) —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3634282836196410528_913335088.jpg,0.002476811408996582
janniedudu,34,-0.0024408847093582153,0.9366818074882151,0.13663040101528168,"翹臀不粗腿菜單(各四組) 器械早安 相撲深蹲 Double dip 深蹲 硬拉 分腿蹲 翹臀秘訣:全程保持臀發力。 (想像有人握拳要揍你屁股, 下意識屁股夾緊,那就是臀發力。) —————————",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3560509642830835977_913335088.jpg,0.0024408847093582153
janniedudu,12,0.0021618008613586426,0.9619302853291447,0.13202771544456482,"上帝的藍色畫筆偏愛了愛琴海, 於是我們發現深淺各異的藍散落在海的兩畔, 愛琴海透徹心扉的藍是這個世界上最極致的浪漫。 #roam",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3373356791367827554_913335088.jpg,0.0021618008613586426
janniedudu,30,-0.0019969940185546875,0.9476834840717556,0.13618651032447815,「聲明:這是一個健身上身菜單。」 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3541496593457393422_913335088.jpg,0.0019969940185546875
janniedudu,15,-0.0017523914575576782,0.9524040355328197,0.13594190776348114,New shades-Balenciaga,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/janniedudu/images/3384762925060584929_913335088.jpg,0.0017523914575576782
