user_id,position,risk_contribution,attention_score_norm,masked_probability,text,image_path,abs_risk_contribution
iamfinety2.0,57,-0.005717873573303223,0.0,0.9164493083953857,可能下個路口就係出口,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3790203847792782801_28899230819.jpg,0.005717873573303223
iamfinety2.0,30,-0.0038880109786987305,0.15644167576118664,0.9146194458007812,外表開心就只是代表外表開心而已,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3519904665339406947_28899230819.jpg,0.0038880109786987305
iamfinety2.0,9,-0.00336456298828125,0.010392031575396572,0.9140959978103638,除了黑色其實世界還有其他顏色,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3376382533964551509_28899230819.jpg,0.00336456298828125
iamfinety2.0,31,-0.0029782652854919434,0.07387430119646905,0.9137097001075745,糟糕的經歷只是華麗的跌倒而已,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3519906586565446644_28899230819.jpg,0.0029782652854919434
iamfinety2.0,55,-0.0025495290756225586,0.11976597232699285,0.9132809638977051,我覺得我還活着已經很了不起了,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3772826768390615539_28899230819.jpg,0.0025495290756225586
iamfinety2.0,50,0.0023233890533447266,0.7013270497059579,0.9084080457687378,"其實很多人都知自己病了, 但他們沒有錢去醫, 所以明知自己有病都只能忍耐下去!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3760490517981428645_28899230819.jpg,0.0023233890533447266
iamfinety2.0,37,-0.0022928714752197266,0.2982590969014573,0.9130243062973022,"我會盡全力對抗你, 用盡所有方法, 時間去打敗你!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3624965123103926940_28899230819.jpg,0.0022928714752197266
iamfinety2.0,46,-0.0022727251052856445,0.12253697509972691,0.9130041599273682,博同情這三個字 真的可以把有需要幫助的人打入谷底,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3708329906338448139_28899230819.jpg,0.0022727251052856445
iamfinety2.0,0,-0.0021246671676635742,0.5439338483078554,0.9128561019897461,"再受傷我可能會死,所以我斬斷了所有會令我受傷的事!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3343731352142540826_28899230819.jpg,0.0021246671676635742
iamfinety2.0,54,0.0020798444747924805,0.9482729888601015,0.90865159034729,"心緒不寧又來了, 到底為什麼我就是控制不了自己的情緒!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3772822411758638145_28899230819.jpg,0.0020798444747924805
iamfinety2.0,34,0.002042114734649658,0.6315478812736557,0.9086893200874329,"抑鬱症的人通常都是被傷害的, 又有多少人真的會去傷害別人!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3541568832928346804_28899230819.jpg,0.002042114734649658
iamfinety2.0,28,0.00197756290435791,0.6591930583392711,0.9087538719177246,"痛苦到受不了還要繼續活着,就像被幾千支針扎一樣痛!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3501741076032220476_28899230819.jpg,0.00197756290435791
iamfinety2.0,23,0.0019771456718444824,0.8828026590779965,0.908754289150238,"我看不到神, 但有人說祂正在抱起我行, 陪着我走這痛苦的路!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3461926687280265262_28899230819.jpg,0.0019771456718444824
iamfinety2.0,19,-0.0019342899322509766,0.46330890888116527,0.9126657247543335,"球跌得越低,會反彈得越高,我們也可以的!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3430001217056275419_28899230819.jpg,0.0019342899322509766
iamfinety2.0,22,0.0018218755722045898,0.731932831644593,0.9089095592498779,"為什麼因為你覺得我不夠別人痛, 所以我就不能不開心呢? 你是我嗎? 我能控制嗎?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3461924695245946016_28899230819.jpg,0.0018218755722045898
