user_id,position,base_probability,masked_probability,risk_contribution,text_valid,image_valid,text,image_path,attention_score_norm
iamfinety2.0,0,0.9107314348220825,0.9128561019897461,-0.0021246671676635742,1,1,"再受傷我可能會死,所以我斬斷了所有會令我受傷的事!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3343731352142540826_28899230819.jpg,0.5439338483078554
iamfinety2.0,1,0.9107314348220825,0.911952793598175,-0.0012213587760925293,1,1,"有些事情變了就是變了, 就算能回到過去, 你的心都不一樣了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3343733159451329223_28899230819.jpg,0.6765339387400828
iamfinety2.0,2,0.9107314348220825,0.9114869832992554,-0.0007555484771728516,1,1,義氣?朋友?愛情?工作? 我只知道最後我瘋了!,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3351749581381198581_28899230819.jpg,0.48346749313956877
iamfinety2.0,3,0.9107314348220825,0.909853994846344,0.0008774399757385254,1,1,好好對待那個一直陪你赴湯蹈火並沒有離開的[[自己]],/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3351750985432831845_28899230819.jpg,0.4417340837358362
iamfinety2.0,4,0.9107314348220825,0.9099478125572205,0.0007836222648620605,1,1,"如果你所謂的關心會令人帶來傷害, 很抱歉, 你不是在救人,你是在殺人!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3359682890979395588_28899230819.jpg,0.5032677487975273
iamfinety2.0,5,0.9107314348220825,0.9112964868545532,-0.0005650520324707031,1,1,"不對的鞋走下去都只會越來越痛, 不對的人也一樣,就脫掉吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3359685115453700945_28899230819.jpg,0.5987072623200059
iamfinety2.0,6,0.9107314348220825,0.9092299342155457,0.0015015006065368652,1,1,"除了無窮無盡的眼淚, 我不知道我還有什麼?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3369108747556800691_28899230819.jpg,0.6129240481820344
iamfinety2.0,7,0.9107314348220825,0.9103055000305176,0.0004259347915649414,1,1,"別再責怪自己了, 都沒有人怪你,放過自己吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3369110845455381059_28899230819.jpg,0.6048926093847355
iamfinety2.0,8,0.9107314348220825,0.9105952382087708,0.00013619661331176758,1,1,我完全找不到快樂的理由,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3376380657206378461_28899230819.jpg,0.40500715975695817
iamfinety2.0,9,0.9107314348220825,0.9140959978103638,-0.00336456298828125,1,1,除了黑色其實世界還有其他顏色,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3376382533964551509_28899230819.jpg,0.010392031575396572
iamfinety2.0,10,0.9107314348220825,0.9100189208984375,0.0007125139236450195,1,1,"我已經很努力想令我的腦袋放空, 但痛苦的東西不停走進來!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3390855605908019946_28899230819.jpg,0.7629023942304723
iamfinety2.0,11,0.9107314348220825,0.9104605913162231,0.000270843505859375,1,1,"願我們都能捱得過這黑暗絕望的時間, 可以重新看到非常亮眼的光!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3390857870916105488_28899230819.jpg,0.3917842963692492
iamfinety2.0,12,0.9107314348220825,0.9118348360061646,-0.0011034011840820312,1,1,手是因為他們找不到任何地方可以釋放他們的痛苦,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3403084599541706034_28899230819.jpg,0.33141299333221746
iamfinety2.0,13,0.9107314348220825,0.9102410674095154,0.0004903674125671387,1,1,"如果回不了過去,我們重新來過吧!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3403087346668182350_28899230819.jpg,0.482104481446156
iamfinety2.0,14,0.9107314348220825,0.9101997017860413,0.0005317330360412598,1,1,"最可笑是有人覺得我們的病是裝出來的, 天呀,你有腦子嗎? 誰想要裝出這病來虐待自己",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/iamfinety2.0/images/3408955456684076654_28899230819.jpg,0.48794556045211535
