user_id,position,base_probability,masked_probability,risk_contribution,text_valid,image_valid,text,image_path,attention_score_norm
theforlorn_1025,0,0.9447751045227051,0.9462756514549255,-0.001500546932220459,1,1,"天空很美,卻不足以拯救。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2528431854355150000_8594923173.jpg,0.9137905867683567
theforlorn_1025,1,0.9447751045227051,0.9447649717330933,1.0132789611816406e-05,0,1,,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2531900234517025406_8594923173.jpg,0.0
theforlorn_1025,2,0.9447751045227051,0.945557713508606,-0.0007826089859008789,1,1,"你總是太柔弱,柔軟得別人一碰就能化成碎片。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2533583004549148225_8594923173.jpg,0.8997389482239436
theforlorn_1025,3,0.9447751045227051,0.944512665271759,0.0002624392509460449,1,1,"#悲傷是滲入生活的雨 這個世界其實比想像中還要大上好多,有些人說了再見就真的再也無法在那個街角碰面,有些丟失的感動可能你努力追趕了好多個街頭也抓不回來。 我們總是抱持著很多很多的僥倖,然後毫無準備地面對很多突如其來的失去。太多你以為的...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2534788627580165480_8594923173.jpg,0.9365955968888632
theforlorn_1025,4,0.9447751045227051,0.9444437623023987,0.0003313422203063965,1,1,"#悲傷是滲入生活的雨 其實我享受談戀愛的過程,慢慢試著把自己一個人的生活共享給另一個人。就像生存,你無法單一的活一輩子,所以你一路闖蕩去找尋能佔據你日常的興趣。日子其實還是那個模樣,只是你開始學會在平凡裡收穫一些瑣碎的小確幸。 你啊,...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2538379597676740157_8594923173.jpg,0.9680607317750081
theforlorn_1025,5,0.9447751045227051,0.9450076222419739,-0.00023251771926879883,1,1,"那是我心底裡的期望,希望能不發一語也被你察覺。那是我沒打算說出口的期待,能實現的話我會感動,不能的話就請讓我讓它埋在心裡獨個失望。 我不想說,也請不要問,我不打算解釋那些偶爾冒起的小願望,也請不要打擾我在生活裡允許自己的小盼望和小失落...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2539548644665578147_8594923173.jpg,0.9205466718239216
theforlorn_1025,6,0.9447751045227051,0.9443845152854919,0.00039058923721313477,1,1,"#悲傷是滲入生活的雨 其實有時候無法理解所謂的熱愛,無法感同身受那些熾熱又澎湃的情緒,就好像生命其實從來沒有所謂的喜愛。 有時候對於世界很多的東西都無所適從,感覺無法觸及別人隨手可得的情愫。大概就是我希望能在冷的時候給你個擁抱,大概就...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2544329210728540111_8594923173.jpg,0.9566221040764742
theforlorn_1025,7,0.9447751045227051,0.9445977210998535,0.0001773834228515625,1,1,"#悲傷是滲入生活的雨 有時候有些付出總是無法計算收穫。你害怕在自己掏心付出之後得到的是傷害,但你卻不願意成為因為害怕而讓其他人期望落空的人。 你總太害怕別人失落,所以你總辜負自己。你甘願相信在經歷許多傷害後,依舊熱衷於為別人付出是一種...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2547856092816143291_8594923173.jpg,0.9431163563699062
theforlorn_1025,8,0.9447751045227051,0.9445237517356873,0.00025135278701782227,1,1,"#悲傷是滲入生活的雨 你沒有討厭世界,你沒有厭倦生活,你還是喜歡在百無聊賴的日子裡出去走走,你還是喜歡在天色渺渺的季節裡看海,你還是喜歡在夜漸荒涼的時候追趕月光。對於生活,你還是依舊熱愛依舊嚮往。 他們啊,都看到你身上的光,看到你滿眼...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2550729878074558165_8594923173.jpg,0.964736568343672
theforlorn_1025,9,0.9447751045227051,0.9444581270217896,0.00031697750091552734,1,1,"#悲傷是滲入生活的雨 有時候不想承認,我是一個不由自主追趕傷害的人,就好像只有置身於不幸的自己才配得上被誰在意被誰疼愛,就好像我,不配擁有美好。 偶爾好希望把自己投身於刀刃前的時候,世界能疼惜一下我,告訴我不該被如此傷害,那不是我該承...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2552445219393904640_8594923173.jpg,0.9707922319201275
theforlorn_1025,10,0.9447751045227051,0.9447908401489258,-1.5735626220703125e-05,0,1,,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2564536152688160429_8594923173.jpg,0.0
theforlorn_1025,11,0.9447751045227051,0.94448322057724,0.0002918839454650879,1,1,"你沒有難過, 你已經放下了那些讓你滿目蒼夷的事情。 你的悲傷,只是, 因為那時候沒能好好抱抱自己。 所以你忍不住疼痛, 所以你忍不住哭泣。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2566230464656132074_8594923173.jpg,0.9302367253606231
theforlorn_1025,12,0.9447751045227051,0.9444860816001892,0.00028902292251586914,1,1,"#悲傷是滲入生活的雨 親愛的,請允許我在任何時候都在你身前,因為全世界都看起來比我更不該受傷。我找不到我的影子啊,找不到屬於我的存在,所以請允許我放任世界所以尖銳從我身上划上痕跡,為別人受傷,為別人疼痛。 那是我唯一能尋覓自己的方法,...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2581426291515162147_8594923173.jpg,0.9358953380022771
theforlorn_1025,13,0.9447751045227051,0.9463536143302917,-0.00157850980758667,1,1,#勿忘六四,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2588640924948878053_8594923173.jpg,0.8423163645862476
theforlorn_1025,14,0.9447751045227051,0.9444650411605835,0.00031006336212158203,1,1,"#悲傷是滲入生活的雨 我無法排解迎面而來無法解決的困惑和悲傷,所以為了轉移一切承受不起的,我選擇毀滅和破壞,卻無法忍受別人因此的指責,所以我傷害自己,卻從未想過會聽到你帶哭腔的聲音。 我覺得我心都要碎裂了,我第一次覺得這樣的方法是錯的...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2593197004077085867_8594923173.jpg,0.9356762174822904
theforlorn_1025,15,0.9447751045227051,0.9444054961204529,0.00036960840225219727,1,1,"#悲傷是滲入生活的雨 想海葬. 想與我的貓一起入棺. 想每一個瞻仰我的人都能終於對我道歉. 想告訴所有人在我懵懂無知的時候被所有人傷害了五年,在我終於找到靈魂才發現它經以枯萎,從第一天認識這樣頹靡的它到現在快四年了,我在這個身體上划過...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2594690478853037390_8594923173.jpg,0.9592353588111392
theforlorn_1025,16,0.9447751045227051,0.9445242285728455,0.00025087594985961914,1,1,"#悲傷是滲入生活的雨 太多的時候,嚮往、期望、相信、熱誠,變成了一種讓人茶餘飯後調侃的天真。在遇到太多的欺騙、背叛、計算、放棄後,我們好像都習慣了,對誰都安上了標籤和界線。 後來愛幻想的人閉上了嘴,愛笑的人不敢快樂,對人依舊善良依舊熱...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2612528824053681221_8594923173.jpg,0.9531935155989173
