user_id,position,risk_contribution,attention_score_norm,masked_probability,text,image_path,abs_risk_contribution
theforlorn_1025,52,-0.002527296543121338,0.8556226519184218,0.9473024010658264,晚安..,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/3337461488224128949_8594923173.jpg,0.002527296543121338
theforlorn_1025,32,-0.001801908016204834,0.8947333206935711,0.9465770125389099,#短句#文字#詩,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2822691852650878681_8594923173.jpg,0.001801908016204834
theforlorn_1025,44,-0.0017514824867248535,0.8369914459939524,0.9465265870094299,"好久不見,世界🌙",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/3192513637609327568_8594923173.jpg,0.0017514824867248535
theforlorn_1025,13,-0.00157850980758667,0.8423163645862476,0.9463536143302917,#勿忘六四,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2588640924948878053_8594923173.jpg,0.00157850980758667
theforlorn_1025,0,-0.001500546932220459,0.9137905867683567,0.9462756514549255,"天空很美,卻不足以拯救。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2528431854355150000_8594923173.jpg,0.001500546932220459
theforlorn_1025,2,-0.0007826089859008789,0.8997389482239436,0.945557713508606,"你總是太柔弱,柔軟得別人一碰就能化成碎片。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2533583004549148225_8594923173.jpg,0.0007826089859008789
theforlorn_1025,45,0.0004411935806274414,0.946292669002697,0.9443339109420776,"有些想法在腦海一直細嚼都無法被消化,就像那些消失在嘴邊的話,裡面的結解不開也剪不斷。 我曾經以為話語是最鋒利的刀,後來才明白最殘忍的是時間。 經過了許久,你還是無法沖淡當初的悲傷,對於人性,你失望又不受控地抱有期望。編造一千個理由去說...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/3205997441019624670_8594923173.jpg,0.0004411935806274414
theforlorn_1025,53,0.00043904781341552734,0.9239771301154632,0.9443360567092896,"你要去活過一次又一次,跨過一個又一個你以為自己跨不過的坑,渡過一條又一條你想過不如就這樣沉下去的河。 有時候不是關於到底有沒有能力走過。有時候只是提不起力氣去嘗試爬過。厭倦了每天不斷隨便活著、隨便難過、隨便吃飯、隨便失眠的日子。 你不...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/3347624289351912598_8594923173.jpg,0.00043904781341552734
theforlorn_1025,60,0.0004139542579650879,0.955917360346202,0.94436115026474,"慢慢,好像失去了訴說的能力。 我難過,我委屈,我在很多細節裡找玻璃渣往嘴裡吞,然後滿口是血。 咽不下去,又吐不出來。 問題源自於你,但問題卻不是你。 最根本的源頭好像還是我,我討厭我自己。 愛你這件事風雨不改,但我能愛的日子卻好像在倒...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/3670233875106152546_8594923173.jpg,0.0004139542579650879
theforlorn_1025,34,0.0004087686538696289,0.9225575077211464,0.9443663358688354,"死亡這個字太沈重。曾經我渴望死亡,渴望將現實間的所有事情都拋諸腦後,然後孑然一身地沈睡。 好痛苦,對於世間尖銳的事情,對於極度紊亂的自己,對於無所適從的生活。太多看不見未來的迷惘,太多看不到源頭的痛苦。無可救藥的,我只想將擁有問題的自...",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/theforlorn_1025/images/2874866116195537263_8594923173.jpg,0.0004087686538696289
